7Li,24Mg,43Ca,66Zn,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
5.774384095,1.649043407,1,0.613031508,0.457429811,0.457429811,0.356551908,0.291851744,0.291851744,0.193436293
