7Li,24Mg,43Ca,66Zn,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
0.000493398,0.000949975,1,0.000465169,0.000938929,0.000938929,0.000347,0.000462714,0.000462714,0.000477442
