Time,7Li,24Mg,43Ca,66Zn,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
10.39183,6801.850103,16611.02972,32442.04489,4400.774536,4400.774536,22219.73112,400.0064001,200.0016,4800.921777,2000.160013
10.56206,6801.850103,19014.45098,61953.14818,2600.270428,4800.921777,19815.69403,0,1600.102407,7402.191049,4400.774536
10.73228,11205.01985,22820.81258,64767.35886,3000.360043,4400.774536,31840.50112,1000.040002,600.0144003,6001.440346,5801.345912
10.90249,8202.690482,17612.39913,64365.29006,2800.313635,3400.462463,24624.23024,800.0256008,1400.078404,15009.0054,5001.0002
11.07277,6401.63882,17612.39913,60948.22609,1600.102407,4200.705719,26027.06815,600.0144003,800.0256008,5801.345912,4000.640102
11.24299,7001.960549,17211.84175,57130.25699,3400.462463,4200.705719,20416.65999,400.0064001,2000.160013,5001.0002,2200.193617
11.41315,7402.191049,18814.14824,79854.25595,3400.462463,4600.846556,26227.48641,0,200.0016,8002.560819,5001.0002
11.58335,10004.0016,20216.3348,110687.9123,3000.360043,4600.846556,29635.08794,400.0064001,2600.270428,7402.191049,2800.313635
11.75356,13206.97328,22019.37705,88310.85421,2400.230422,3000.360043,14808.76679,600.0144003,1200.057603,13407.18625,3200.409652
11.92377,7402.191049,17211.84175,84081.84234,4200.705719,5601.254681,37656.63558,1400.078404,1200.057603,8202.690482,3400.462463
12.09406,8202.690482,14808.76679,45482.5964,5001.0002,3800.577688,32041.0125,1600.102407,1800.129609,10804.66762,3000.360043
12.26429,6601.74286,22219.73112,87102.4196,3200.409652,4200.705719,22620.44889,1200.057603,1200.057603,8002.560819,1800.129609
12.43443,7202.074197,21819.02619,77036.65661,4000.640102,4400.774536,22420.0884,400.0064001,1200.057603,6801.850103,7402.191049
12.60464,10804.66762,22219.73112,88109.44035,1800.129609,2800.313635,16210.50441,1400.078404,1800.129609,8002.560819,3600.518475
12.77485,10804.66762,20416.65999,49899.3996,1800.129609,4400.774536,36653.66096,1600.102407,400.0064001,11205.01985,3600.518475
12.94523,6801.850103,20216.3348,66375.76302,3200.409652,6201.537981,30637.5003,1000.040002,800.0256008,6001.440346,4600.846556
13.11545,13006.76352,17412.11883,62757.14389,4000.640102,4400.774536,19615.37846,600.0144003,1000.040002,7001.960549,4800.921777
13.28567,7802.43436,22420.0884,166096.2352,2600.270428,4600.846556,21418.33409,400.0064001,1200.057603,6401.63882,8002.560819
13.45589,12606.3536,35650.76669,70397.67668,2200.193617,3600.518475,11405.20077,600.0144003,1200.057603,12606.3536,5801.345912
13.62611,9203.386846,22219.73112,50100.2004,2200.193617,4000.640102,32642.56591,1200.057603,800.0256008,7001.960549,7001.960549
13.79633,10204.1633,19815.69403,60948.22609,2800.313635,5201.081825,35049.0687,400.0064001,1400.078404,6801.850103,3800.577688
13.96663,5801.345912,15009.0054,40465.39207,4200.705719,5201.081825,17211.84175,600.0144003,600.0144003,3800.577688,1600.102407
14.13677,6801.850103,15409.49225,106047.9465,2600.270428,2400.230422,16010.24656,1000.040002,1000.040002,3200.409652,4600.846556
14.30699,12406.15345,41669.33778,66174.70121,3200.409652,4800.921777,23822.67919,200.0016,800.0256008,8402.823349,10804.66762
14.47719,7001.960549,17612.39913,59139.56938,4000.640102,3400.462463,27229.62583,1600.102407,3600.518475,11205.01985,5001.0002
14.64739,6601.74286,17211.84175,45081.14606,3400.462463,6401.63882,42271.35405,2600.270428,1800.129609,5401.166652,2000.160013
14.81762,5001.0002,15009.0054,42873.39926,5201.081825,9203.386846,28231.84552,1200.057603,1200.057603,5601.254681,3400.462463
14.9879,7402.191049,18213.25925,103022.8056,2600.270428,3600.518475,25626.24127,600.0144003,1400.078404,5201.081825,1800.129609
15.15804,6001.440346,26828.76043,64566.32285,2600.270428,6401.63882,20616.9884,1400.078404,1400.078404,5001.0002,8002.560819
15.32828,16010.24656,25225.42723,51907.55245,1400.078404,3600.518475,14608.53138,800.0256008,600.0144003,8402.823349,4000.640102
15.49864,5201.081825,15809.99191,44478.99469,4000.640102,8202.690482,38459.07314,1200.057603,1400.078404,7402.191049,1800.129609
15.66888,6001.440346,19014.45098,60747.25134,5601.254681,4200.705719,26628.33255,800.0256008,400.0064001,5201.081825,2000.160013
15.83915,5801.345912,11004.84213,42873.39926,3000.360043,5201.081825,18613.8487,200.0016,1200.057603,4200.705719,2200.193617
16.0093,4600.846556,25826.65311,103022.8056,1200.057603,3400.462463,18613.8487,1000.040002,600.0144003,2600.270428,4800.921777
16.17951,20016.01281,29635.08794,55723.93002,1600.102407,3800.577688,17812.68263,400.0064001,2200.193617,8803.098691,4400.774536
16.34972,11405.20077,21017.65483,49297.01653,2200.193617,5201.081825,38057.84793,800.0256008,800.0256008,7402.191049,4600.846556
16.51992,8402.823349,12806.55696,46887.77391,4800.921777,6401.63882,56125.72162,0,1400.078404,6401.63882,2600.270428
16.69014,5201.081825,14408.29918,42472.03257,5001.0002,3800.577688,18012.96934,1000.040002,1400.078404,6401.63882,4200.705719
16.86044,4400.774536,24223.4483,149488.56,3200.409652,3000.360043,16210.50441,1400.078404,0,6001.440346,4200.705719
17.0306,11405.20077,31238.98625,65370.48623,3200.409652,4200.705719,15809.99191,400.0064001,600.0144003,13006.76352,4600.846556
17.20096,7202.074197,27029.19153,71403.35676,3600.518475,3800.577688,31840.50112,1200.057603,1200.057603,11605.3849,4000.640102
17.37117,9403.535729,13407.18625,75628.09433,6401.63882,6801.850103,26427.90787,600.0144003,400.0064001,4600.846556,3000.360043
17.54144,6601.74286,14608.53138,38057.84793,3200.409652,3000.360043,25025.02503,400.0064001,400.0064001,7402.191049,3200.409652
17.7116,5201.081825,23622.29945,95362.37703,5001.0002,3800.577688,22820.81258,200.0016,800.0256008,4200.705719,3600.518475
17.88182,7001.960549,38459.07314,71202.21429,1400.078404,3200.409652,19415.06609,600.0144003,800.0256008,6001.440346,4000.640102
18.05203,7802.43436,20216.3348,57532.09369,1200.057603,3800.577688,19615.37846,1600.102407,2400.230422,11405.20077,2600.270428
18.22225,9603.687816,6801.850103,54116.89249,1400.078404,5601.254681,50501.81165,800.0256008,600.0144003,6801.850103,2800.313635
18.39246,7602.311103,19415.06609,42271.35405,2200.193617,5401.166652,26628.33255,800.0256008,600.0144003,5001.0002,5001.0002
18.56275,5801.345912,17612.39913,110889.6889,3200.409652,7001.960549,27630.50408,1000.040002,600.0144003,6401.63882,2600.270428
18.73298,7602.311103,29234.14548,92138.33195,2400.230422,4600.846556,16010.24656,1200.057603,1200.057603,6401.63882,10204.1633
18.90312,14007.84439,20216.3348,72409.11753,2200.193617,2800.313635,19815.69403,200.0016,1600.102407,9803.843106,3600.518475
19.07333,7402.191049,12606.3536,43676.17124,1600.102407,4200.705719,37456.03423,1800.129609,800.0256008,8002.560819,5201.081825
19.24357,6201.537981,12005.76277,55723.93002,3200.409652,5001.0002,26828.76043,400.0064001,1400.078404,5801.345912,3000.360043
19.41375,7202.074197,12806.55696,60948.22609,1400.078404,4600.846556,32642.56591,1400.078404,400.0064001,5001.0002,1000.040002
19.58405,6601.74286,33444.6821,83679.15366,2800.313635,3000.360043,14808.76679,600.0144003,2000.160013,6001.440346,5801.345912
19.75428,14007.84439,19615.37846,54317.76091,2000.160013,4400.774536,17412.11883,400.0064001,1400.078404,7802.43436,4400.774536
19.92442,6601.74286,21017.65483,47690.80329,2600.270428,2400.230422,30236.52572,2400.230422,1800.129609,11205.01985,3800.577688
20.09463,3600.518475,14608.53138,56125.72162,5601.254681,6601.74286,29635.08794,400.0064001,1000.040002,8202.690482,3600.518475
20.26486,6401.63882,8803.098691,53514.30656,4000.640102,5201.081825,28231.84552,800.0256008,1600.102407,5401.166652,2200.193617
20.43505,6201.537981,22620.44889,137148.281,3800.577688,3400.462463,20216.3348,600.0144003,1000.040002,7402.191049,6401.63882
20.60534,16611.02972,21819.02619,58335.80576,3400.462463,5801.345912,18613.8487,800.0256008,3000.360043,17612.39913,3600.518475
20.77557,7001.960549,16210.50441,45884.0596,3000.360043,3600.518475,22620.44889,1400.078404,1400.078404,11205.01985,4200.705719
20.94571,12406.15345,12606.3536,56728.43317,2000.160013,5401.166652,26027.06815,600.0144003,600.0144003,7402.191049,2000.160013
21.11591,5201.081825,16210.50441,37456.03423,3800.577688,6601.74286,26828.76043,1000.040002,1400.078404,5401.166652,3200.409652
21.28613,7001.960549,19815.69403,125830.1574,1200.057603,4400.774536,26427.90787,1600.102407,1800.129609,3200.409652,3400.462463
21.45634,14808.76679,26427.90787,51305.07279,2200.193617,4200.705719,23822.67919,400.0064001,800.0256008,9403.535729,5401.166652
21.62662,7202.074197,21017.65483,112907.6327,2000.160013,2400.230422,24023.06214,1200.057603,1400.078404,8002.560819,4400.774536
21.79686,8803.098691,14208.07018,38659.69056,2000.160013,5001.0002,40666.04165,1600.102407,400.0064001,7402.191049,2000.160013
21.96699,7802.43436,17211.84175,45081.14606,4800.921777,6601.74286,21618.67854,1000.040002,1000.040002,6801.850103,1400.078404
22.1372,5201.081825,14007.84439,95563.90736,2200.193617,4200.705719,24423.83767,1000.040002,1000.040002,5801.345912,2400.230422
22.30741,8202.690482,31238.98625,69794.30735,2600.270428,3800.577688,22019.37705,1000.040002,1200.057603,11405.20077,4800.921777
22.47767,10404.3282,24423.83767,59943.38458,800.0256008,2000.160013,19014.45098,800.0256008,1400.078404,8402.823349,3400.462463
22.64792,8202.690482,13206.97328,50301.00442,4200.705719,8803.098691,58737.68112,1600.102407,800.0256008,7202.074197,5401.166652
22.81815,6801.850103,13206.97328,37656.63558,4200.705719,4800.921777,18814.14824,600.0144003,800.0256008,4200.705719,1200.057603
22.98829,5601.254681,17412.11883,81061.99236,2600.270428,4200.705719,18613.8487,400.0064001,1200.057603,5201.081825,1400.078404
23.15852,9203.386846,35049.0687,118559.6013,2800.313635,4200.705719,23822.67919,1200.057603,600.0144003,6201.537981,8602.959418
23.32873,9403.535729,19014.45098,67582.20162,2600.270428,3200.409652,30236.52572,1600.102407,2000.160013,11004.84213,3600.518475
23.49895,6801.850103,25025.02503,72610.27937,3000.360043,4800.921777,44679.7086,1200.057603,1800.129609,6201.537981,2600.270428
23.66918,6801.850103,14408.29918,41669.33778,4600.846556,4600.846556,30637.5003,1600.102407,800.0256008,7001.960549,2400.230422
23.83945,6001.440346,10604.49631,51706.72268,2400.230422,4000.640102,25425.83265,600.0144003,1600.102407,6401.63882,4000.640102
24.00958,5001.0002,21418.33409,206898.2206,2200.193617,4000.640102,18613.8487,200.0016,1200.057603,8002.560819,5201.081825
24.17982,17011.56787,24423.83767,96773.15729,1200.057603,2600.270428,25425.83265,400.0064001,1800.129609,13006.76352,5401.166652
24.35002,7202.074197,19014.45098,59943.38458,4200.705719,4000.640102,32843.09013,800.0256008,2000.160013,5201.081825,2400.230422
24.52023,5401.166652,14808.76679,47490.04112,5401.166652,6601.74286,37255.43609,2000.160013,800.0256008,6601.74286,2400.230422
24.69046,4600.846556,18413.55237,52710.90374,2400.230422,2800.313635,28432.29909,800.0256008,400.0064001,5801.345912,3200.409652
24.86075,6401.63882,25425.83265,99796.79205,1600.102407,2400.230422,21217.99286,1200.057603,600.0144003,6401.63882,2800.313635
25.0309,15209.24722,27430.06335,52510.06109,1400.078404,5201.081825,23622.29945,600.0144003,1800.129609,10404.3282,5001.0002
25.20111,10804.66762,23622.29945,51505.89612,3000.360043,3400.462463,22219.73112,1000.040002,1400.078404,10204.1633,5201.081825
25.37133,8402.823349,12005.76277,49899.3996,4000.640102,4600.846556,47289.28216,1600.102407,1200.057603,3800.577688,2000.160013
25.54154,5401.166652,14808.76679,57331.17373,2600.270428,5801.345912,34447.39962,1200.057603,1200.057603,5801.345912,2200.193617
25.71176,6801.850103,18814.14824,66978.9678,2800.313635,5201.081825,16010.24656,1000.040002,600.0144003,4800.921777,3200.409652
25.88204,7001.960549,35650.76669,95563.90736,1800.129609,3400.462463,14608.53138,200.0016,2200.193617,6601.74286,5801.345912
26.05217,14608.53138,16811.29719,105442.86,3000.360043,4400.774536,18814.14824,800.0256008,1200.057603,11805.57223,3000.360043
26.22239,11004.84213,11405.20077,57933.94328,2000.160013,6601.74286,43274.77882,2000.160013,2200.193617,4600.846556,3200.409652
26.3926,5201.081825,13006.76352,43274.77882,6201.537981,6801.850103,21819.02619,400.0064001,1000.040002,4800.921777,2200.193617
26.56281,6001.440346,17812.68263,104232.7745,2400.230422,4800.921777,20216.3348,400.0064001,800.0256008,3800.577688,3000.360043
26.73303,8402.823349,28833.21586,89720.84173,1200.057603,3200.409652,16611.02972,1000.040002,600.0144003,10004.0016,3000.360043
26.90333,20616.9884,26828.76043,80256.82183,1200.057603,3400.462463,20016.01281,800.0256008,2200.193617,17211.84175,4400.774536
27.07347,9203.386846,16611.02972,53313.45102,3000.360043,1600.102407,43274.77882,1200.057603,2400.230422,12205.95651,2800.313635
27.24384,5401.166652,13006.76352,40064.10256,3800.577688,4800.921777,22019.37705,200.0016,800.0256008,5801.345912,3400.462463
27.41406,5401.166652,15809.99191,59340.51835,1200.057603,4400.774536,17812.68263,200.0016,800.0256008,3800.577688,3000.360043
27.58436,6601.74286,25025.02503,85289.98595,3400.462463,5401.166652,19415.06609,600.0144003,1200.057603,5001.0002,6401.63882
27.75457,14408.29918,34046.30297,69392.07727,2000.160013,4000.640102,18613.8487,1200.057603,2200.193617,11805.57223,4000.640102
27.9247,10804.66762,10204.1633,50702.62211,2800.313635,6401.63882,60948.22609,2200.193617,1200.057603,8803.098691,3200.409652
28.09491,6001.440346,13607.40243,46687.02461,1800.129609,6401.63882,32241.52709,600.0144003,1200.057603,4600.846556,3400.462463
28.26513,5201.081825,19815.69403,43676.17124,2800.313635,7001.960549,18012.96934,200.0016,400.0064001,4800.921777,4600.846556
28.43534,8202.690482,27630.50408,104434.4473,3000.360043,4200.705719,25425.83265,800.0256008,800.0256008,4800.921777,4000.640102
28.60561,15009.0054,27029.19153,72811.44443,4000.640102,4000.640102,27229.62583,800.0256008,2200.193617,15009.0054,4800.921777
28.77584,8803.098691,25826.65311,58134.87291,2000.160013,4800.921777,39462.19242,1000.040002,1600.102407,10404.3282,4400.774536
28.94598,6201.537981,10804.66762,41268.00968,5401.166652,6201.537981,24223.4483,1200.057603,1400.078404,9803.843106,2400.230422
29.11619,3600.518475,15409.49225,60747.25134,2400.230422,4000.640102,19815.69403,600.0144003,600.0144003,8202.690482,1200.057603
29.28641,6201.537981,21819.02619,120174.9168,2400.230422,3600.518475,19014.45098,600.0144003,1000.040002,4600.846556,3200.409652
29.45662,12806.55696,22420.0884,93145.75705,2600.270428,2600.270428,21819.02619,800.0256008,1600.102407,9803.843106,8002.560819
29.6269,13807.62181,20817.32001,62757.14389,3200.409652,4600.846556,30837.99241,1400.078404,1400.078404,15609.74048,5001.0002
29.79722,7202.074197,15409.49225,56527.5261,2200.193617,7602.311103,44679.7086,1200.057603,1000.040002,7202.074197,1800.129609
29.96743,6001.440346,11605.3849,46084.79602,2600.270428,4800.921777,27830.94801,800.0256008,1200.057603,8602.959418,2000.160013
30.13764,3200.409652,16811.29719,144631.9228,3000.360043,3200.409652,21618.67854,1000.040002,600.0144003,5601.254681,3200.409652
30.30785,7802.43436,45281.86962,114118.5547,1600.102407,3400.462463,16210.50441,800.0256008,400.0064001,5401.166652,7402.191049
30.47823,18613.8487,26027.06815,51706.72268,1600.102407,5001.0002,21017.65483,200.0016,2600.270428,10004.0016,5201.081825
30.64844,7602.311103,14408.29918,41870.00665,2800.313635,9603.687816,63963.23417,800.0256008,1000.040002,8402.823349,2200.193617
30.81866,5401.166652,15409.49225,46887.77391,3800.577688,4600.846556,35851.33912,800.0256008,800.0256008,7202.074197,2600.270428
30.98887,5001.0002,14408.29918,79451.703,3000.360043,5601.254681,22019.37705,400.0064001,600.0144003,5401.166652,2200.193617
31.15915,5601.254681,36854.24946,107056.4889,2000.160013,2400.230422,17412.11883,200.0016,200.0016,6601.74286,9403.535729
