Time,7Li,24Mg,43Ca,66Zn,85Rb,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
104.01383,200.0016,9003.241167,567391.5534,400.0064001,200.0016,73414.959,678318.4605,0,200.0016,1000.040002,0
104.18413,0,7402.191049,649443.9201,200.0016,200.0016,79250.43136,607617.5492,0,400.0064001,1600.102407,0
104.35427,200.0016,7202.074197,446846.6268,200.0016,200.0016,70397.67668,623575.3292,0,0,1600.102407,0
104.52449,200.0016,6401.63882,642799.9946,200.0016,0,68587.65583,660185.246,0,400.0064001,1200.057603,0
104.6947,600.0144003,7202.074197,440631.7418,200.0016,0,92339.8105,961402.6634,0,200.0016,1600.102407,0
104.86491,400.0064001,6801.850103,519995.4268,200.0016,0,58335.80576,547952.4849,0,0,1200.057603,0
105.03514,0,11405.20077,399276.6286,600.0144003,0,74823.27265,534383.5796,0,600.0144003,2800.313635,0
105.20542,0,6201.537981,358467.2937,200.0016,200.0016,60747.25134,468622.6569,0,400.0064001,3200.409652,0
105.37556,0,5401.166652,303029.0762,600.0144003,0,97579.38866,659974.5453,0,800.0256008,2000.160013,0
105.54578,400.0064001,3200.409652,385658.9305,0,0,79250.43136,710219.0922,0,400.0064001,3200.409652,0
105.71599,600.0144003,10804.66762,490643.9141,0,0,79854.25595,692674.5046,0,0,800.0256008,0
105.8862,200.0016,5001.0002,412495.6291,400.0064001,0,63360.17452,691829.5871,0,200.0016,2000.160013,0
106.05643,0,18413.55237,625046.1251,400.0064001,200.0016,76030.52455,529377.1649,0,200.0016,1800.129609,0
106.22669,0,10004.0016,515734.0293,600.0144003,200.0016,62556.14013,568855.9062,0,400.0064001,3000.360043,0
106.39683,0,6401.63882,383803.1029,200.0016,200.0016,65169.44055,729694.1254,0,400.0064001,2000.160013,0
106.56707,400.0064001,5001.0002,485480.228,600.0144003,200.0016,92944.26556,608247.0848,0,0,1000.040002,0
106.73727,400.0064001,9003.241167,387927.5327,200.0016,0,67582.20162,739974.4776,0,200.0016,2200.193617,0
106.9075,200.0016,7602.311103,833398.9427,400.0064001,0,64365.29006,472982.336,0,200.0016,4000.640102,0
107.07772,0,6201.537981,375146.1608,0,400.0064001,77640.3746,943454.2628,0,0,3800.577688,0
107.248,800.0256008,5401.166652,421947.2453,200.0016,200.0016,80659.40063,769511.8657,0,800.0256008,3800.577688,0
107.41816,200.0016,7402.191049,437939.5676,400.0064001,0,110486.139,660185.246,0,200.0016,3800.577688,0
107.58836,1200.057603,5401.166652,351267.1577,0,0,85088.6206,625466.3835,0,600.0144003,2400.230422,0
107.75858,200.0016,10404.3282,470283.3111,200.0016,0,73213.78425,1260160.703,0,200.0016,3000.360043,0
107.92879,0,7402.191049,522288.1038,0,200.0016,72207.95892,474851.2269,0,400.0064001,2600.270428,0
108.09901,0,6601.74286,344276.6541,400.0064001,0,76030.52455,1059962.849,0,200.0016,1800.129609,0
108.26931,0,5201.081825,364642.0948,200.0016,0,82269.84509,925403.6367,0,400.0064001,1600.102407,0
108.43945,0,6401.63882,383184.554,600.0144003,0,74219.69028,525415.1454,0,400.0064001,1800.129609,0
108.60968,800.0256008,10804.66762,422005.2878,600.0144003,0,61149.20406,387308.7828,0,400.0064001,2400.230422,0
108.77989,200.0016,8202.690482,466754.6798,200.0016,200.0016,72811.44443,575342.9142,0,200.0016,1200.057603,0
108.95009,400.0064001,7402.191049,427176.5663,0,0,124618.1058,729058.6046,0,600.0144003,3200.409652,0
109.12031,0,5801.345912,388546.3128,0,200.0016,82068.52822,1012374.835,0,0,3200.409652,0
109.2906,400.0064001,6201.537981,408156.6281,600.0144003,0,72811.44443,438974.9518,0,200.0016,1000.040002,0
109.46075,200.0016,3800.577688,337700.8773,200.0016,0,73616.13698,495427.1402,0,0,2400.230422,0
109.63097,200.0016,8602.959418,424487.2389,600.0144003,200.0016,52510.06109,613620.0948,0,800.0256008,1200.057603,0
109.80119,400.0064001,7202.074197,324354.3303,800.0256008,0,64767.35886,460737.5059,0,200.0016,3000.360043,200.0016
109.9714,0,8202.690482,365053.8551,200.0016,200.0016,63561.19118,569901.9752,0,400.0064001,2000.160013,0
110.14162,400.0064001,4400.774536,313277.1176,400.0064001,0,76231.7445,718259.5528,0,200.0016,1400.078404,0
110.3119,0,9203.386846,1126860.815,200.0016,0,66777.89632,455137.865,0,0,2400.230422,0
110.48204,400.0064001,7202.074197,444567.4831,400.0064001,200.0016,52911.74962,602162.8707,0,0,1200.057603,0
110.65227,200.0016,6401.63882,301185.3099,400.0064001,400.0064001,76030.52455,510204.0816,0,200.0016,2600.270428,0
110.82247,0,6801.850103,324149.1086,400.0064001,0,57733.01687,656814.4499,0,400.0064001,1400.078404,0
110.99284,200.0016,6201.537981,349621.9864,600.0144003,0,123406.1711,647338.8321,0,0,1800.129609,0
111.16311,400.0064001,5201.081825,462604.6004,400.0064001,0,69392.07727,837977.2791,0,800.0256008,1600.102407,0
111.33326,200.0016,8602.959418,602372.6231,200.0016,200.0016,65571.53514,558608.9574,0,800.0256008,600.0144003,0
111.50347,200.0016,7202.074197,343248.964,1000.040002,0,61551.16967,467792.411,0,0,2200.193617,0
111.67368,200.0016,4400.774536,291970.5075,200.0016,0,82068.52822,444600.5958,0,200.0016,800.0256008,200.0016
111.84389,0,5601.254681,374528.0338,0,0,82269.84509,409809.4061,0,0,1400.078404,0
112.0141,200.0016,7001.960549,493763.2058,200.0016,0,53112.59871,554637.8601,0,0,1000.040002,0
112.1844,200.0016,7402.191049,949876.0776,0,0,49497.80767,422212.0985,0,0,200.0016,0
112.35454,200.0016,5801.345912,374115.9658,200.0016,0,62757.14389,561535.8189,0,400.0064001,1800.129609,0
112.52476,600.0144003,10404.3282,395974.027,400.0064001,200.0016,45281.86962,812176.982,0,400.0064001,1600.102407,0
112.69496,400.0064001,3800.577688,339755.441,200.0016,600.0144003,56326.62225,594823.7029,0,0,1600.102407,0
112.86517,1000.040002,3400.462463,330923.1804,800.0256008,0,104636.1234,616223.8817,0,200.0016,1600.102407,0
113.0354,400.0064001,11004.84213,470698.5084,0,200.0016,65571.53514,417249.5689,0,0,2800.313635,0
113.2057,200.0016,5801.345912,433177.8858,400.0064001,200.0016,108670.3252,480044.0295,0,200.0016,2000.160013,0
113.37584,0,6001.440346,374528.0338,200.0016,200.0016,58737.68112,493347.2561,0,0,2200.193617,0
113.54606,400.0064001,7001.960549,339139.0369,800.0256008,200.0016,90526.62005,562163.0907,0,200.0016,600.0144003,0
113.71628,400.0064001,9203.386846,381122.9421,200.0016,0,67984.37362,454101.1648,0,0,1400.078404,0
113.8865,0,9203.386846,454515.8347,400.0064001,0,86901.02515,386690.063,0,400.0064001,1600.102407,0
114.05672,0,7202.074197,371231.8646,0,200.0016,69794.30735,958222.9569,0,400.0064001,600.0144003,0
114.22702,0,4800.921777,355792.4801,400.0064001,0,68989.86009,493829.5761,200.0016,200.0016,2000.160013,0
114.39715,0,10804.66762,433384.8783,600.0144003,0,58335.80576,568228.3059,0,200.0016,1000.040002,0
114.56738,0,7202.074197,303848.6142,0,200.0016,85491.35454,634925.8433,0,0,1600.102407,0
114.7376,400.0064001,6201.537981,594404.4489,0,0,53916.02729,404438.6635,0,400.0064001,1000.040002,0
114.9078,800.0256008,6601.74286,691206.0767,600.0144003,0,80458.10962,487109.6394,0,400.0064001,800.0256008,0
115.07802,600.0144003,12606.3536,441667.3451,200.0016,200.0016,60144.34643,590003.1117,0,200.0016,2400.230422,0
115.2483,600.0144003,9403.535729,261711.3294,600.0144003,200.0016,102821.1555,717412.9517,0,200.0016,2200.193617,0
115.41845,0,6001.440346,373085.8544,200.0016,800.0256008,106249.6485,505831.6533,0,400.0064001,1200.057603,0
115.58867,800.0256008,12205.95651,373703.9112,0,0,66978.9678,449126.1788,0,0,2000.160013,0
115.75887,200.0016,8602.959418,441460.2177,200.0016,200.0016,59943.38458,956581.9909,0,600.0144003,1800.129609,0
115.92908,200.0016,12205.95651,395974.027,600.0144003,200.0016,88512.27129,616853.8405,0,200.0016,1600.102407,200.0016
116.09929,400.0064001,5001.0002,716921.8078,400.0064001,0,108266.8466,625466.3835,0,200.0016,1600.102407,0
116.26967,0,4600.846556,371231.8646,600.0144003,200.0016,134115.6411,648601.8434,0,600.0144003,800.0256008,0
116.43988,200.0016,10004.0016,1430911.518,600.0144003,0,135732.958,617063.8336,0,600.0144003,1000.040002,0
116.61011,400.0064001,10004.0016,467999.9674,0,0,89519.40524,561744.9061,0,200.0016,800.0256008,0
116.78031,400.0064001,9003.241167,407536.8917,600.0144003,400.0064001,51706.72268,654497.5413,0,0,2600.270428,200.0016
116.9506,200.0016,10604.49631,338317.2114,0,0,73012.61273,559445.1351,0,400.0064001,1600.102407,0
117.12093,200.0016,4800.921777,321686.7079,400.0064001,0,68788.75635,714450.2868,0,200.0016,2200.193617,200.0016
117.29112,0,7001.960549,1084505.493,200.0016,0,71001.07504,730128.6815,0,400.0064001,1600.102407,0
117.46132,200.0016,10604.49631,582292.3921,0,0,122598.2796,705143.4964,0,0,1800.129609,0
117.63154,600.0144003,16410.76546,340166.3937,600.0144003,0,104031.1049,621894.6264,0,200.0016,1000.040002,0
117.80184,200.0016,12806.55696,268656.3544,200.0016,200.0016,95966.97772,1117396.66,0,600.0144003,1400.078404,0
117.97199,200.0016,9803.843106,679104.5562,600.0144003,400.0064001,68386.55853,853154.0848,0,0,1000.040002,0
118.1422,600.0144003,7602.311103,452857.2359,800.0256008,200.0016,69190.96707,554428.8892,0,200.0016,800.0256008,0
118.31241,200.0016,12406.15345,368142.4837,800.0256008,200.0016,79049.16296,430487.2888,0,200.0016,1000.040002,0
118.48261,0,6201.537981,423039.3752,0,0,85491.35454,605099.7165,0,400.0064001,1400.078404,0
118.65281,0,7402.191049,399895.962,200.0016,0,145036.5709,659553.1543,0,0,400.0064001,0
118.8231,400.0064001,7202.074197,368142.4837,200.0016,0,96168.51776,953300.0589,0,200.0016,1000.040002,0
118.99324,400.0064001,4400.774536,368348.419,0,200.0016,88915.11517,776075.7298,0,0,1000.040002,200.0016
119.16346,0,11405.20077,373703.9112,200.0016,400.0064001,74018.50262,933608.4667,0,400.0064001,1000.040002,200.0016
119.33368,200.0016,6601.74286,525206.6521,1000.040002,200.0016,71604.50246,615383.9849,0,200.0016,1800.129609,0
119.50389,800.0256008,8602.959418,314507.4404,0,0,127850.5034,698801.8191,0,400.0064001,1400.078404,0
119.67411,400.0064001,7402.191049,751713.6792,200.0016,0,74622.0753,1131165.91,0,200.0016,200.0016,0
119.8444,200.0016,9203.386846,869703.5042,1000.040002,0,80256.82183,1242110.077,0,0,800.0256008,0
120.01463,600.0144003,6201.537981,413942.2921,0,0,78847.89779,668616.1125,0,200.0016,200.0016,0
120.18477,200.0016,8803.098691,775916.7203,400.0064001,0,99998.3936,574505.696,0,400.0064001,600.0144003,0
120.35501,200.0016,10204.1633,440217.524,600.0144003,0,129467.0141,950623.2302,0,200.0016,600.0144003,0
120.5252,0,9403.535729,365053.8551,0,0,131285.8372,755352.9926,0,400.0064001,1000.040002,0
120.69541,0,9003.241167,574728.9418,200.0016,0,138968.2163,2115103.994,0,200.0016,600.0144003,0
120.8657,200.0016,7802.43436,400102.4132,1200.057603,200.0016,118357.7015,829007.8355,0,0,800.0256008,0
121.03602,0,9603.687816,432349.9491,200.0016,0,77237.89271,597129.845,0,200.0016,800.0256008,0
121.20621,200.0016,8602.959418,351472.8192,200.0016,0,94556.28809,674335.8372,0,0,1800.129609,0
121.37642,0,13607.40243,361760.1467,0,400.0064001,102821.1555,646707.3731,0,0,1000.040002,0
121.54663,800.0256008,8202.690482,428624.9013,400.0064001,0,99998.3936,1204367.858,0,400.0064001,200.0016,0
121.71693,200.0016,7402.191049,350650.1935,0,0,91130.98775,565927.3682,0,200.0016,200.0016,0
121.88707,1000.040002,9003.241167,322712.65,600.0144003,0,79250.43136,1002529.039,0,0,0,0
122.05729,0,11004.84213,469245.3768,200.0016,400.0064001,81263.29307,644392.2894,0,200.0016,600.0144003,0
122.2275,400.0064001,7602.311103,332771.2836,200.0016,0,106249.6485,754743.1717,0,0,1000.040002,0
122.3977,0,5201.081825,387721.2794,600.0144003,0,113714.9011,960324.3171,0,0,200.0016,0
122.56792,0,8803.098691,425521.5283,400.0064001,400.0064001,122396.3148,868991.1507,0,200.0016,600.0144003,0
122.73822,200.0016,11205.01985,431729.032,400.0064001,0,96974.71028,768732.838,0,0,600.0144003,0
122.90836,0,6401.63882,325996.2234,400.0064001,0,71604.50246,689083.9889,0,200.0016,0,0
123.07858,1000.040002,11805.57223,447675.5075,800.0256008,200.0016,102216.2245,997903.5291,0,0,0,0
123.2488,200.0016,8602.959418,390196.5404,200.0016,0,81665.90418,901796.9631,0,0,600.0144003,0
123.41901,0,8803.098691,462397.1319,600.0144003,0,171772.1733,710853.6826,0,0,1000.040002,0
123.58924,400.0064001,13206.97328,386896.2996,0,0,127244.3655,919413.4333,0,0,400.0064001,0
123.75952,200.0016,6201.537981,385658.9305,200.0016,0,70799.93903,528751.5011,0,0,0,0
123.92966,0,12205.95651,316353.1489,400.0064001,0,93750.25094,727787.6572,0,0,200.0016,200.0016
124.0999,400.0064001,5601.254681,374528.0338,1000.040002,0,84081.84234,1307748.717,0,0,800.0256008,200.0016
124.27011,400.0064001,5401.166652,285217.2506,0,0,96773.15729,876274.1477,0,0,600.0144003,0
124.44032,800.0256008,6201.537981,476512.6934,600.0144003,0,106249.6485,658921.0937,0,0,200.0016,0
124.61053,600.0144003,10004.0016,451198.8533,1400.078404,200.0016,76030.52455,671779.1159,0,0,200.0016,0
124.78082,200.0016,8402.823349,633723.8543,0,0,87706.62235,634925.8433,0,0,400.0064001,0
124.95096,400.0064001,8803.098691,435040.9402,400.0064001,0,124214.1146,768520.3509,0,0,0,0
125.12118,0,9003.241167,384215.4856,200.0016,0,65772.58727,813432.8975,0,0,400.0064001,0
125.29139,0,6801.850103,388546.3128,800.0256008,0,83880.49638,694998.3144,0,0,0,0
125.4616,800.0256008,6601.74286,398244.4733,600.0144003,400.0064001,65772.58727,465924.5557,0,0,1200.057603,0
125.63181,400.0064001,9603.687816,392878.618,0,200.0016,64365.29006,554428.8892,0,0,200.0016,0
125.80209,0,7001.960549,497581.7485,1200.057603,200.0016,85491.35454,573040.6959,0,0,1000.040002,0
125.97224,200.0016,11405.20077,425314.6637,600.0144003,0,81061.99236,826446.281,0,0,200.0016,0
126.14246,200.0016,8803.098691,409396.1914,600.0144003,0,88310.85421,1081658.543,0,400.0064001,0,0
126.31266,600.0144003,9003.241167,450991.5706,600.0144003,0,58737.68112,622734.9502,0,0,600.0144003,0
126.48287,200.0016,7202.074197,392672.2842,200.0016,0,64566.32285,629669.7258,0,0,800.0256008,0
126.65308,200.0016,6801.850103,443945.9693,1000.040002,0,71805.65139,553384.0858,0,0,800.0256008,0
126.8234,600.0144003,4800.921777,321276.3544,0,200.0016,79250.43136,702232.2593,0,0,0,0
126.99352,1000.040002,4800.921777,354969.574,400.0064001,0,109477.3211,686127.8471,0,0,200.0016,0
127.16373,200.0016,7402.191049,409809.4061,800.0256008,0,85692.72635,570529.6577,0,200.0016,1400.078404,0
127.33395,400.0064001,5401.166652,380504.5238,200.0016,400.0064001,58536.74183,787562.4919,0,400.0064001,600.0144003,0
127.50415,200.0016,7402.191049,281126.1225,0,0,75024.47322,743256.4096,0,200.0016,400.0064001,0
127.67436,200.0016,4800.921777,473397.6214,0,0,90325.17061,843355.3362,0,200.0016,400.0064001,0
127.84466,600.0144003,5801.345912,424073.5468,0,0,73012.61273,394942.1402,0,400.0064001,600.0144003,0
128.01481,200.0016,5201.081825,381329.0882,200.0016,0,56326.62225,425107.8025,0,0,200.0016,0
128.18502,0,7402.191049,386896.2996,1000.040002,0,63360.17452,345921.1316,0,0,200.0016,0
128.35524,400.0064001,9403.535729,411255.7633,400.0064001,0,87908.02974,621054.3576,400.0064001,0,0,0
128.52547,600.0144003,6401.63882,512911.5743,600.0144003,200.0016,85289.98595,479628.5274,0,0,600.0144003,0
128.69568,400.0064001,6001.440346,351472.8192,200.0016,200.0016,98184.09618,504998.9798,0,200.0016,200.0016,0
128.86596,0,5601.254681,362995.1871,400.0064001,0,69995.42723,867969.8263,0,200.0016,1600.102407,0
129.03619,400.0064001,5601.254681,357849.9789,1200.057603,200.0016,52510.06109,654076.3301,0,200.0016,400.0064001,0
129.20635,400.0064001,6601.74286,353941.0166,1200.057603,0,48694.66242,604889.9195,0,0,2000.160013,0
129.37655,800.0256008,5201.081825,411049.1307,200.0016,200.0016,55723.93002,1429180.202,0,0,0,0
129.54676,800.0256008,4200.705719,378649.4498,1000.040002,0,91130.98775,867969.8263,0,0,400.0064001,0
129.71697,200.0016,4000.640102,360319.4183,600.0144003,0,109073.8167,480251.7857,0,200.0016,400.0064001,0
129.88726,0,6801.850103,357438.4524,800.0256008,0,64164.26051,614124.2428,0,200.0016,0,0
130.05752,200.0016,10604.49631,446846.6268,600.0144003,0,60747.25134,509162.8913,0,400.0064001,600.0144003,0
130.22763,200.0016,6001.440346,608008.1232,400.0064001,0,72207.95892,568019.1126,0,200.0016,1000.040002,0
130.39785,400.0064001,8202.690482,323123.0501,0,200.0016,105846.2478,773621.0082,0,0,600.0144003,0
130.56807,200.0016,7802.43436,420971.2845,200.0016,400.0064001,66174.70121,659553.1543,0,0,200.0016,0
130.73827,0,6401.63882,332565.9255,400.0064001,0,79652.97786,515619.6417,0,0,800.0256008,0
130.90857,200.0016,5201.081825,533966.3033,400.0064001,0,52911.74962,639875.551,0,0,1000.040002,0
131.0788,200.0016,7402.191049,609520.8132,200.0016,0,76835.42374,647338.8321,0,200.0016,800.0256008,0
131.24893,200.0016,5801.345912,387102.5395,200.0016,0,104232.7745,565927.3682,0,0,1400.078404,0
131.41915,0,3600.518475,315327.7221,400.0064001,200.0016,76835.42374,641656.8203,0,0,1000.040002,0
131.58937,600.0144003,5401.166652,406504.065,200.0016,0,62556.14013,450991.5706,0,200.0016,400.0064001,200.0016
131.75959,600.0144003,6001.440346,410222.6342,400.0064001,0,78847.89779,491267.7113,0,200.0016,400.0064001,0
131.92989,200.0016,7001.960549,348182.6367,400.0064001,0,63159.16109,593565.9823,0,0,800.0256008,0
132.10011,400.0064001,3400.462463,472774.6984,600.0144003,0,68386.55853,786594.2717,200.0016,400.0064001,1200.057603,0
132.27025,200.0016,8602.959418,410016.0185,600.0144003,200.0016,87102.4196,592727.5705,0,0,800.0256008,0
132.44046,0,7202.074197,791043.6209,800.0256008,200.0016,69593.1907,694998.3144,0,0,1200.057603,200.0016
132.61069,200.0016,3800.577688,474643.5588,400.0064001,200.0016,51104.25268,483368.5344,0,0,400.0064001,0
132.78089,0,7802.43436,486278.1878,200.0016,200.0016,117146.3707,887661.4185,0,0,600.0144003,0
132.95118,0,7001.960549,319019.6476,200.0016,0,81263.29307,470283.3111,0,200.0016,1200.057603,0
133.12141,400.0064001,7001.960549,328048.8892,800.0256008,0,94959.32609,818740.846,0,200.0016,600.0144003,200.0016
133.29157,0,8202.690482,439182.0387,600.0144003,200.0016,85491.35454,539809.4117,0,600.0144003,800.0256008,0
133.46193,400.0064001,8202.690482,937774.5571,0,0,70196.55034,625256.2526,0,400.0064001,800.0256008,0
133.63214,400.0064001,10004.0016,452235.3171,0,200.0016,59742.42594,644798.449,0,400.0064001,800.0256008,0
133.80243,0,6801.850103,553551.2809,400.0064001,0,82471.16519,818740.846,0,200.0016,400.0064001,0
133.97258,200.0016,4200.705719,455226.4267,400.0064001,0,75628.09433,549414.6118,0,200.0016,400.0064001,0
134.1428,0,4200.705719,471321.3299,400.0064001,200.0016,68587.65583,642708.8547,0,0,800.0256008,0
134.313,0,4000.640102,468415.0903,400.0064001,0,68788.75635,961504.8889,0,0,200.0016,0
134.48321,0,12205.95651,427176.5663,400.0064001,0,56728.43317,556518.7524,0,0,200.0016,0
134.65342,1000.040002,5001.0002,369378.1458,200.0016,0,98990.41821,815991.8711,0,0,800.0256008,0
134.82372,200.0016,4600.846556,751713.6792,400.0064001,200.0016,82068.52822,687394.6817,0,200.0016,800.0256008,0
134.99387,200.0016,11004.84213,381122.9421,800.0256008,0,76835.42374,656393.1627,0,0,600.0144003,0
135.16408,400.0064001,6201.537981,922647.6565,400.0064001,200.0016,77841.62039,557563.8121,0,200.0016,800.0256008,0
135.33429,200.0016,8002.560819,460944.9473,1200.057603,0,86095.47969,821964.783,0,200.0016,600.0144003,0
135.50449,200.0016,5201.081825,440424.6312,600.0144003,0,80458.10962,545655.195,0,0,0,0
135.67487,400.0064001,3800.577688,325585.7301,800.0256008,0,64164.26051,989401.3111,0,0,600.0144003,0
135.84508,400.0064001,7001.960549,323943.8902,0,0,92944.26556,598807.3004,0,0,800.0256008,0
136.0153,0,6601.74286,384009.2926,0,0,56527.5261,362552.2953,0,0,1200.057603,200.0016
136.18551,0,8402.823349,450369.743,400.0064001,0,87102.4196,692674.5046,0,0,1000.040002,0
136.35572,0,3200.409652,398863.7564,800.0256008,600.0144003,83477.81417,671357.3371,0,0,400.0064001,0
136.52594,400.0064001,4400.774536,324149.1086,200.0016,0,81464.59701,599436.4028,0,200.0016,1000.040002,0
136.69623,0,5201.081825,395561.2622,200.0016,0,69794.30735,665453.8884,0,200.0016,800.0256008,0
136.86636,200.0016,5601.254681,1023997.891,600.0144003,200.0016,80055.53727,583718.1125,0,0,400.0064001,0
137.03661,0,7602.311103,465717.0331,400.0064001,0,57933.94328,602162.8707,0,0,800.0256008,0
137.20681,200.0016,9803.843106,636749.2344,600.0144003,0,71403.35676,604260.549,0,200.0016,400.0064001,200.0016
137.37702,200.0016,6401.63882,410429.2533,800.0256008,400.0064001,85894.1014,503125.6631,0,200.0016,1600.102407,200.0016
137.54724,200.0016,7202.074197,347771.4239,800.0256008,0,80860.69488,587698.2535,0,400.0064001,400.0064001,0
137.71754,0,8202.690482,424694.0901,200.0016,0,87706.62235,477966.6544,0,0,0,0
137.88768,800.0256008,9003.241167,455552.5688,0,200.0016,60345.31151,546699.3664,0,0,1200.057603,0
138.0579,1000.040002,9203.386846,509371.1226,600.0144003,200.0016,82873.81509,417249.5689,0,400.0064001,1000.040002,0
138.22812,200.0016,5401.166652,321481.5295,600.0144003,200.0016,58938.62364,795747.2099,0,0,1000.040002,0
138.39833,800.0256008,11205.01985,265796.1758,600.0144003,600.0144003,68386.55853,772793.7978,0,400.0064001,1200.057603,0
138.56855,200.0016,2800.313635,524810.1696,600.0144003,600.0144003,107863.3811,739974.4776,0,0,600.0144003,0
138.73885,600.0144003,12205.95651,315737.8829,600.0144003,600.0144003,74823.27265,403819.1085,0,200.0016,400.0064001,0
138.90899,400.0064001,12406.15345,647759.8221,200.0016,0,62958.15087,705514.1914,0,200.0016,800.0256008,0
139.07922,400.0064001,8602.959418,522079.6616,200.0016,0,73213.78425,629249.3295,200.0016,400.0064001,600.0144003,0
139.24943,0,6601.74286,397625.2205,600.0144003,200.0016,72409.11753,881097.5544,0,0,800.0256008,0
139.41964,200.0016,9203.386846,296474.6833,600.0144003,0,77439.13204,694787.0416,0,200.0016,2200.193617,0
139.58988,200.0016,9003.241167,351267.1577,200.0016,200.0016,73616.13698,710437.0894,0,400.0064001,200.0016,0
139.76017,200.0016,7602.311103,440424.6312,800.0256008,400.0064001,64767.35886,805613.118,0,200.0016,1600.102407,0
139.93032,200.0016,14007.84439,457833.6809,600.0144003,0,85491.35454,676208.6305,0,200.0016,1600.102407,0
140.10054,400.0064001,6401.63882,417042.8389,600.0144003,200.0016,96370.06103,701338.1145,0,400.0064001,600.0144003,0
140.27074,200.0016,5601.254681,354558.141,400.0064001,0,104031.1049,698801.8191,0,0,400.0064001,0
140.44097,0,9603.687816,359496.2184,0,0,69392.07727,492931.32,0,200.0016,800.0256008,0
140.61118,400.0064001,9003.241167,710871.0475,800.0256008,0,145845.9063,1276570.363,0,0,1000.040002,0
140.78147,0,10804.66762,405264.7838,400.0064001,0,67984.37362,606148.7533,0,400.0064001,1200.057603,0
140.95159,0,9203.386846,704820.2873,600.0144003,200.0016,80055.53727,736898.889,0,0,1400.078404,0
141.12182,600.0144003,6401.63882,335235.8406,200.0016,0,108670.3252,1137088.252,0,0,600.0144003,0
141.29203,200.0016,6601.74286,487317.5108,1600.102407,200.0016,91332.45012,692885.7427,0,0,1800.129609,0
141.46224,0,13807.62181,546908.211,400.0064001,0,109880.8385,702817.8513,0,0,1200.057603,0
141.63246,0,9203.386846,427797.2611,1000.040002,0,89116.54196,503750.0714,0,200.0016,2000.160013,0
141.80275,400.0064001,8602.959418,322917.8484,800.0256008,0,94757.80547,880774.5184,0,0,1400.078404,0
141.97289,200.0016,7602.311103,363612.7524,1000.040002,0,103829.4386,884204.4231,0,200.0016,1200.057603,0
142.14312,0,7202.074197,379680.013,2200.193617,0,96370.06103,923762.6707,0,200.0016,1000.040002,0
142.31333,400.0064001,7602.311103,523121.9066,800.0256008,0,80256.82183,1174830.47,0,0,1000.040002,0
142.48355,600.0144003,4400.774536,444360.3084,200.0016,0,71403.35676,583927.5627,0,200.0016,600.0144003,0
142.65376,400.0064001,8803.098691,580157.9831,1800.129609,0,198361.5017,732448.4116,0,200.0016,600.0144003,0
142.82406,400.0064001,14007.84439,306307.5465,1000.040002,200.0016,97176.2665,1279852.295,0,200.0016,600.0144003,0
142.99422,600.0144003,7802.43436,741124.8488,1400.078404,0,152524.9111,896216.2521,0,400.0064001,400.0064001,0
143.16441,600.0144003,10004.0016,375146.1608,1200.057603,200.0016,147667.1012,694153.244,0,400.0064001,2400.230422,0
143.33461,200.0016,11205.01985,511037.0951,1200.057603,400.0064001,78646.63585,545028.733,0,0,2200.193617,0
143.50483,400.0064001,10604.49631,362171.8135,600.0144003,0,159207.4648,830715.8208,0,600.0144003,1600.102407,0
143.67503,0,9003.241167,524581.1927,2600.270428,400.0064001,104434.4473,1827934.942,0,200.0016,2000.160013,0
143.84533,400.0064001,12806.55696,433177.8858,800.0256008,0,92339.8105,722916.8553,0,200.0016,200.0016,0
144.01548,400.0064001,5801.345912,391434.352,600.0144003,0,116137.0176,662713.9244,0,0,800.0256008,200.0016
144.1857,200.0016,10404.3282,706332.9773,1800.129609,0,114522.2213,925403.6367,0,400.0064001,800.0256008,0
144.35592,400.0064001,15209.24722,506039.8302,1000.040002,0,89116.54196,696688.6219,0,400.0064001,1000.040002,0
144.52613,200.0016,8402.823349,405264.7838,2400.230422,0,86296.8612,965069.711,0,0,1000.040002,200.0016
144.69634,200.0016,11004.84213,388546.3128,1000.040002,0,187191.205,962912.4988,0,0,400.0064001,0
144.86663,200.0016,8803.098691,653388.8251,1000.040002,200.0016,145441.2321,1309389.683,0,200.0016,800.0256008,0
145.03686,0,12406.15345,376794.6469,3000.360043,0,105241.171,1056214.72,0,200.0016,600.0144003,0
145.20701,200.0016,14808.76679,450784.2914,2400.230422,200.0016,100199.9984,962481.0993,0,400.0064001,1000.040002,0
145.37721,200.0016,11405.20077,505415.3098,1200.057603,0,127042.326,1358618.663,0,200.0016,800.0256008,0
145.54742,200.0016,9003.241167,420434.5552,2000.160013,0,123406.1711,967227.2818,0,0,800.0256008,0
145.71763,400.0064001,12005.76277,337495.4393,2600.270428,0,170555.6853,1058321.883,200.0016,0,400.0064001,0
145.88791,800.0256008,10204.1633,374734.0728,1400.078404,0,137350.483,734143.65,0,200.0016,1200.057603,0
146.05813,0,12606.3536,559602.0411,4000.640102,0,94556.28809,1164984.674,0,400.0064001,1000.040002,0
146.2283,200.0016,11605.3849,701794.9071,4200.705719,0,87102.4196,728846.7713,0,400.0064001,800.0256008,0
146.39848,600.0144003,10604.49631,323123.0501,1400.078404,0,123608.1521,943729.0894,0,200.0016,1200.057603,0
