raw.time,adj.time,7Li,24Mg,43Ca,66Zn,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
58.56401,0,200.0016,18814.14824,235803.3465,800.0256008,53715.16531,350238.9007,0,0,1400.078404,0
58.73422,0.17021,200.0016,18012.96934,343454.4953,400.0064001,33845.75947,335852.0548,0,0,800.0256008,0
58.90445,0.34044,0,25826.65311,203035.6552,400.0064001,35650.76669,281944.2422,0,200.0016,2200.193617,0
59.07466,0.51065,0,16611.02972,242530.2305,400.0064001,44077.57653,438974.9518,0,200.0016,3200.409652,200.0016
59.24496,0.68095,200.0016,14007.84439,201409.6661,400.0064001,55121.26679,464886.9766,0,600.0144003,1400.078404,0
59.41519,0.85118,0,14007.84439,281944.2422,800.0256008,61752.15732,446639.415,0,0,2200.193617,200.0016
59.58533,1.02132,0,25826.65311,298727.3728,800.0256008,63762.21106,525206.6521,0,600.0144003,2600.270428,600.0144003
59.75554,1.19153,200.0016,30837.99241,372467.8277,400.0064001,46084.79602,379061.665,0,600.0144003,2000.160013,600.0144003
59.92576,1.36175,200.0016,26227.48641,300161.1114,1000.040002,40264.74571,376382.5053,0,200.0016,1000.040002,200.0016
60.09597,1.53196,200.0016,28632.75587,272334.6785,1000.040002,76030.52455,541896.8843,0,400.0064001,2000.160013,400.0064001
60.26626,1.70225,200.0016,21217.99286,306922.3543,200.0016,83679.15366,606988.0446,0,800.0256008,1000.040002,200.0016
60.43648,1.87247,600.0144003,25626.24127,359496.2184,600.0144003,70196.55034,513953.0707,0,400.0064001,1800.129609,0
60.60663,2.04262,0,50301.00442,475058.8983,1200.057603,66576.82806,532297.3348,0,600.0144003,2600.270428,0
60.77684,2.21283,200.0016,43876.87228,440010.4202,600.0144003,73616.13698,622104.7022,0,1400.078404,2600.270428,200.0016
60.94706,2.38305,200.0016,36653.66096,333182.0098,1000.040002,57331.17373,523955.7639,0,600.0144003,2800.313635,400.0064001
61.11727,2.55326,200.0016,36051.91476,272334.6785,600.0144003,68587.65583,705989.2899,0,0,2400.230422,400.0064001
61.28757,2.72356,0,32442.04489,340988.3391,1200.057603,70799.93903,606778.2166,0,0,1600.102407,400.0064001
61.45779,2.89378,600.0144003,54116.89249,562790.3933,1200.057603,56929.34347,478797.5638,0,200.0016,1400.078404,800.0256008
61.62793,3.06392,400.0064001,52108.38544,391228.0417,1200.057603,51505.89612,587069.7278,0,1000.040002,2600.270428,600.0144003
61.79814,3.23413,0,48493.88416,365877.4158,1000.040002,87706.62235,742835.2541,0,200.0016,600.0144003,600.0144003
61.96836,3.40435,200.0016,29835.56399,333387.3779,2600.270428,76432.96769,556100.7524,0,400.0064001,3600.518475,200.0016
62.13856,3.57455,200.0016,32642.56591,431729.032,200.0016,76634.1941,582880.3458,0,0,2000.160013,200.0016
62.30881,3.7448,200.0016,54317.76091,491891.5391,800.0256008,46687.02461,407743.4672,0,0,2200.193617,200.0016
62.47909,3.91508,200.0016,56929.34347,523330.3658,800.0256008,54719.5074,487317.5108,0,400.0064001,3000.360043,800.0256008
62.64923,4.08522,200.0016,36051.91476,353118.2307,1800.129609,75628.09433,656182.5242,0,200.0016,3200.409652,400.0064001
62.81944,4.25543,1000.040002,29234.14548,304258.403,2000.160013,92138.33195,656182.5242,0,600.0144003,2600.270428,400.0064001
62.98966,4.42565,400.0064001,23421.92292,405471.3223,200.0016,67381.12045,757475.8498,0,200.0016,400.0064001,0
63.15987,4.59586,200.0016,14408.29918,366083.3144,1800.129609,46687.02461,437525.4375,0,400.0064001,2200.193617,200.0016
63.33008,4.76607,200.0016,20616.9884,324764.7836,0,53313.45102,505623.4799,0,0,1600.102407,0
63.50036,4.93635,0,20016.01281,359907.8117,200.0016,78646.63585,478174.3767,0,400.0064001,1600.102407,200.0016
63.6705,5.10649,800.0256008,14808.76679,285626.4362,200.0016,55523.03905,861405.9623,0,800.0256008,1800.129609,0
63.84073,5.27672,400.0064001,12005.76277,503958.2143,200.0016,68386.55853,475266.5732,0,800.0256008,1600.102407,200.0016
64.01094,5.44693,0,18613.8487,374528.0338,1000.040002,79652.97786,456589.3872,0,600.0144003,3800.577688,0
64.18114,5.61713,800.0256008,12205.95651,303643.7247,600.0144003,48293.10911,637870.2108,0,400.0064001,1600.102407,0
64.35137,5.78736,800.0256008,13206.97328,394116.691,600.0144003,84484.54394,729905.9726,0,600.0144003,2000.160013,400.0064001
64.52165,5.95764,800.0256008,13006.76352,297703.3733,200.0016,63762.21106,438974.9518,0,200.0016,3800.577688,0
64.6918,6.12779,400.0064001,8202.690482,536261.4913,0,50301.00442,588117.2877,0,400.0064001,3600.518475,200.0016
64.862,6.29799,200.0016,9003.241167,395767.6429,800.0256008,77640.3746,482329.5334,0,0,2800.313635,0
65.03222,6.46821,200.0016,7202.074197,290947.0549,600.0144003,43475.47342,406090.9579,0,0,3200.409652,200.0016
65.20242,6.63841,0,7202.074197,266613.3036,200.0016,107863.3811,536261.4913,0,600.0144003,1400.078404,0
65.37264,6.80863,0,23021.17949,236414.7332,0,70196.55034,564463.3508,0,200.0016,2000.160013,0
65.54293,6.97892,0,6401.63882,342221.3572,200.0016,67783.28601,493139.2864,0,400.0064001,1000.040002,0
65.71307,7.14906,0,9003.241167,564045.0909,400.0064001,56728.43317,513953.0707,0,200.0016,2000.160013,0
65.88329,7.31928,800.0256008,9003.241167,362789.3387,600.0144003,55924.82421,601114.1605,0,800.0256008,1600.102407,0
66.05351,7.4895,0,8202.690482,330101.8878,200.0016,68788.75635,854223.546,0,400.0064001,1800.129609,0
66.22371,7.6597,200.0016,6401.63882,374321.9981,200.0016,53112.59871,505415.3098,0,200.0016,2400.230422,0
66.39392,7.82991,600.0144003,7001.960549,357644.214,200.0016,62355.13959,483991.9756,0,400.0064001,2800.313635,0
66.56419,8.00018,0,7001.960549,512286.7173,800.0256008,108065.1122,679584.5249,0,0,1600.102407,0
66.73434,8.17033,400.0064001,6001.440346,329485.9533,800.0256008,79049.16296,517494.7944,0,400.0064001,2600.270428,0
66.90456,8.34055,400.0064001,8602.959418,435040.9402,1000.040002,51305.07279,852512.4506,0,200.0016,1000.040002,0
67.07476,8.51075,800.0256008,9203.386846,265183.3646,400.0064001,77841.62039,542523.1926,0,400.0064001,600.0144003,0
67.24498,8.68097,600.0144003,5801.345912,312456.9688,0,65370.48623,556309.7507,0,0,1000.040002,0
67.41521,8.8512,200.0016,7602.311103,445189.0272,600.0144003,64365.29006,686550.1114,0,200.0016,1000.040002,0
67.5855,9.02149,400.0064001,14408.29918,531880.1268,1000.040002,64164.26051,451613.4287,0,200.0016,2000.160013,0
67.75563,9.19162,800.0256008,8602.959418,352706.8578,400.0064001,43475.47342,663135.4192,0,200.0016,2800.313635,0
67.92586,9.36185,200.0016,6201.537981,324149.1086,600.0144003,86699.63393,673677.2921,0,200.0016,1600.102407,0
68.09606,9.53205,0,6801.850103,315942.9682,800.0256008,64164.26051,662292.4434,0,600.0144003,2800.313635,0
68.26627,9.70226,400.0064001,4000.640102,503333.7958,200.0016,65772.58727,547534.7651,0,0,1600.102407,0
68.43648,9.87247,400.0064001,9003.241167,446639.415,0,79854.25595,443117.3314,0,600.0144003,3000.360043,0
68.60677,10.04276,600.0144003,9803.843106,445810.6017,1000.040002,56527.5261,558817.9967,0,200.0016,1000.040002,0
68.77692,10.21291,200.0016,6201.537981,293812.931,200.0016,71001.07504,757051.2504,0,200.0016,1400.078404,0
68.94714,10.38313,400.0064001,6601.74286,267634.7877,600.0144003,60345.31151,529585.7263,0,0,2400.230422,0
69.11736,10.55335,200.0016,5401.166652,369172.1938,200.0016,72610.27937,623155.1328,0,200.0016,2000.160013,0
69.28756,10.72355,600.0144003,9603.687816,550250.188,400.0064001,61953.14818,437939.5676,0,0,2000.160013,0
69.45778,10.89377,200.0016,11605.3849,356615.4395,400.0064001,47891.56868,420350.9229,0,200.0016,1200.057603,0
69.62816,11.06415,600.0144003,8803.098691,238045.2427,200.0016,74219.69028,634925.8433,0,0,1600.102407,0
69.79836,11.23435,400.0064001,6001.440346,381122.9421,400.0064001,76835.42374,472982.336,0,200.0016,2800.313635,0
69.96858,11.40457,200.0016,4800.921777,405677.8641,0,55924.82421,427383.4612,0,0,600.0144003,0
70.13879,11.57478,0,10604.49631,462604.6004,200.0016,57532.09369,358673.0719,0,1000.040002,1800.129609,0
70.3091,11.74509,800.0256008,9003.241167,339139.0369,400.0064001,49096.22861,419937.3653,0,200.0016,1200.057603,0
70.47938,11.91537,400.0064001,5201.081825,422418.9127,200.0016,38459.07314,568228.3059,0,0,1600.102407,200.0016
70.6496,12.08559,600.0144003,8402.823349,266204.7331,0,48694.66242,439389.129,0,400.0064001,2600.270428,0
70.81981,12.2558,400.0064001,9203.386846,324354.3303,0,55924.82421,379473.8937,0,200.0016,800.0256008,0
70.99001,12.426,200.0016,8803.098691,420557.7067,0,43876.87228,521037.5016,0,200.0016,2800.313635,0
71.16029,12.59628,0,7001.960549,384009.2926,200.0016,59742.42594,407330.3197,0,800.0256008,2000.160013,0
