Time,7Li,24Mg,43Ca,66Zn,86Sr,88Sr,111Cd,137Ba,138Ba,208Pb
0.00824,0,6801.850103,2000.160013,4400.774536,1800.129609,0,0,0,0,0
0.17848,0,5801.345912,2200.193617,2600.270428,1000.040002,0,0,0,0,0
0.34869,0,4200.705719,2600.270428,4000.640102,1200.057603,0,0,0,0,0
0.51898,0,6001.440346,3400.462463,3200.409652,3800.577688,0,0,0,0,0
0.68915,0,6401.63882,1800.129609,2800.313635,1400.078404,0,0,0,0,0
0.85936,0,5801.345912,2600.270428,3600.518475,2200.193617,0,0,0,0,0
1.02959,0,5201.081825,2000.160013,2800.313635,1800.129609,0,0,0,0,0
1.1999,200.0016,5801.345912,2400.230422,2400.230422,2400.230422,0,0,0,0,0
1.37004,0,4000.640102,4600.846556,3600.518475,1800.129609,0,0,0,0,0
1.54025,0,5401.166652,2600.270428,1000.040002,2200.193617,0,0,0,0,0
1.71049,0,5401.166652,3600.518475,3600.518475,1600.102407,0,0,0,0,0
1.88086,0,5201.081825,3000.360043,3400.462463,2800.313635,0,0,0,0,0
2.05107,200.0016,4000.640102,3800.577688,2800.313635,1400.078404,0,0,0,0,0
2.2213,200.0016,4600.846556,2400.230422,3400.462463,2400.230422,0,0,0,0,0
2.39159,0,4200.705719,3000.360043,2000.160013,1400.078404,0,0,0,0,0
2.56173,0,5601.254681,3200.409652,4800.921777,3000.360043,0,0,0,0,0
2.73198,0,5401.166652,2800.313635,3000.360043,1800.129609,0,0,0,0,0
2.90232,0,6201.537981,2600.270428,3400.462463,2200.193617,0,0,0,0,0
3.07254,0,3600.518475,3000.360043,2000.160013,1400.078404,0,0,0,0,0
3.24277,0,4000.640102,2800.313635,3200.409652,2000.160013,0,0,0,0,0
3.41298,200.0016,5801.345912,2000.160013,3800.577688,2000.160013,0,0,0,0,0
3.58327,0,5001.0002,3600.518475,3000.360043,1800.129609,0,0,0,0,0
3.75344,0,5401.166652,2400.230422,2400.230422,3200.409652,0,0,0,0,0
3.92365,0,3800.577688,3200.409652,2800.313635,1600.102407,0,0,0,0,0
4.09385,0,6601.74286,2200.193617,2000.160013,2000.160013,0,0,0,0,0
4.26411,200.0016,4800.921777,2200.193617,2800.313635,2400.230422,0,0,0,0,0
4.43432,0,3600.518475,2400.230422,4200.705719,3000.360043,0,0,0,0,200.0016
4.60455,0,7001.960549,2800.313635,4200.705719,1800.129609,0,0,0,0,0
4.77479,0,3600.518475,3200.409652,3400.462463,2200.193617,0,0,0,0,0
4.94508,0,5401.166652,3400.462463,3600.518475,2600.270428,0,0,0,0,0
5.11521,200.0016,3800.577688,3000.360043,2000.160013,2200.193617,0,0,0,0,0
5.28544,0,4400.774536,1800.129609,2600.270428,1800.129609,0,0,0,0,0
5.45565,0,2000.160013,4000.640102,3000.360043,2800.313635,0,200.0016,0,0,0
5.62595,0,5801.345912,2000.160013,2800.313635,2200.193617,0,0,0,0,0
5.79611,200.0016,4400.774536,3400.462463,3600.518475,2600.270428,0,0,0,0,0
5.96633,0,5201.081825,6201.537981,3800.577688,3400.462463,0,0,0,0,0
6.13653,0,5201.081825,3800.577688,4000.640102,1800.129609,0,0,0,0,0
6.30685,0,4000.640102,3400.462463,3400.462463,2000.160013,0,0,0,0,0
6.47698,0,6401.63882,3200.409652,4800.921777,3000.360043,0,0,0,0,0
6.64735,0,6801.850103,1800.129609,2800.313635,3400.462463,0,0,0,0,0
6.81766,0,4800.921777,3600.518475,2200.193617,2800.313635,0,0,0,0,0
6.98781,200.0016,4000.640102,4200.705719,2200.193617,2200.193617,0,0,0,0,0
7.15796,0,7402.191049,4200.705719,3200.409652,3000.360043,0,0,0,0,0
7.32825,0,6601.74286,3800.577688,3800.577688,4200.705719,0,0,0,0,0
7.49854,200.0016,5801.345912,2800.313635,3600.518475,3200.409652,0,0,0,0,0
7.66871,0,3400.462463,3000.360043,3000.360043,2600.270428,0,0,0,0,0
7.83892,0,5001.0002,3000.360043,3800.577688,2400.230422,0,0,0,0,200.0016
8.00912,0,4200.705719,3400.462463,2000.160013,2000.160013,0,0,0,0,0
8.17936,0,5401.166652,2600.270428,2800.313635,2200.193617,0,0,0,0,0
8.34958,0,5401.166652,3000.360043,2200.193617,2200.193617,0,0,0,0,0
8.51979,0,4000.640102,2200.193617,2800.313635,2000.160013,0,0,0,0,0
8.6899,0,5201.081825,2400.230422,2400.230422,2600.270428,0,0,0,0,0
8.86008,0,4800.921777,1400.078404,4200.705719,2000.160013,0,0,0,0,0
9.03038,0,7402.191049,2800.313635,3200.409652,1400.078404,0,0,0,0,0
9.20055,200.0016,5801.345912,2000.160013,2600.270428,3000.360043,200.0016,0,0,0,0
9.37077,0,5401.166652,3600.518475,2800.313635,800.0256008,1000.040002,0,0,0,0
9.541,0,6801.850103,2400.230422,2600.270428,1800.129609,0,0,0,0,0
9.71123,0,6801.850103,3000.360043,3000.360043,3400.462463,0,0,0,0,0
9.88145,0,4800.921777,3200.409652,2200.193617,2400.230422,0,0,0,0,0
10.05167,0,7402.191049,3200.409652,3200.409652,2800.313635,0,0,0,0,0
10.2219,200.0016,6601.74286,4800.921777,4200.705719,2400.230422,200.0016,0,0,0,0
10.3922,200.0016,3200.409652,4600.846556,1800.129609,1200.057603,0,0,0,0,0
10.56235,0,5201.081825,2800.313635,2400.230422,2400.230422,0,0,0,0,0
10.73258,0,4600.846556,3800.577688,2600.270428,2600.270428,0,0,0,0,0
10.90279,0,4600.846556,3600.518475,3400.462463,3000.360043,0,0,0,0,0
11.07309,0,4200.705719,3800.577688,2800.313635,3200.409652,200.0016,0,0,0,0
11.24325,0,5401.166652,3600.518475,3400.462463,1400.078404,0,0,0,0,0
11.41346,0,5401.166652,3800.577688,2600.270428,1200.057603,0,0,0,0,0
11.58367,0,5201.081825,2400.230422,3800.577688,3400.462463,0,0,0,0,0
11.75396,200.0016,4200.705719,2000.160013,2600.270428,3000.360043,0,0,0,0,0
11.92411,0,7202.074197,2400.230422,3600.518475,1600.102407,0,0,0,0,0
12.09432,0,5201.081825,2200.193617,3400.462463,2800.313635,0,0,0,0,0
12.26455,0,4200.705719,3600.518475,3800.577688,2000.160013,0,0,0,0,0
12.43484,0,5401.166652,4200.705719,3600.518475,2400.230422,0,0,0,0,0
12.60499,0,7402.191049,2400.230422,3600.518475,3600.518475,0,0,0,0,0
12.77524,0,5201.081825,3600.518475,2400.230422,1800.129609,0,0,0,0,0
12.94544,0,8002.560819,3400.462463,4200.705719,1800.129609,0,0,0,0,0
13.11573,0,6201.537981,3000.360043,2600.270428,2400.230422,0,0,0,0,0
13.28589,0,5001.0002,4000.640102,3600.518475,2200.193617,0,0,0,0,0
13.4561,0,6801.850103,2400.230422,3200.409652,1200.057603,0,0,0,0,0
13.62631,0,4000.640102,3600.518475,3000.360043,2800.313635,0,0,0,0,0
13.79664,0,3800.577688,4000.640102,5001.0002,3400.462463,0,0,0,0,0
13.96678,0,7202.074197,3000.360043,4000.640102,1600.102407,0,0,0,0,200.0016
14.13698,0,4200.705719,2200.193617,2800.313635,2600.270428,0,0,0,0,0
14.30722,200.0016,6601.74286,3800.577688,3000.360043,1400.078404,0,0,0,0,0
14.47751,0,4400.774536,3200.409652,2400.230422,1600.102407,0,0,0,0,0
14.64766,0,6001.440346,2400.230422,2600.270428,2800.313635,0,0,0,0,0
14.81774,0,5401.166652,1800.129609,3800.577688,2200.193617,0,0,0,0,0
14.98795,0,5801.345912,2800.313635,2000.160013,2400.230422,0,0,0,0,0
15.15812,0,5601.254681,3200.409652,4200.705719,2800.313635,0,0,0,0,0
15.32824,0,4000.640102,3600.518475,1600.102407,2400.230422,0,0,0,0,0
15.49854,0,6601.74286,3400.462463,4400.774536,2600.270428,0,0,0,0,0
15.66872,0,4400.774536,2200.193617,1800.129609,1000.040002,0,0,0,0,0
15.83891,0,7602.311103,3400.462463,2400.230422,1800.129609,0,0,0,0,0
16.00912,0,7602.311103,4200.705719,3400.462463,3200.409652,0,0,0,0,0
16.17936,0,6801.850103,5601.254681,4600.846556,2400.230422,0,0,0,0,0
16.34958,0,5601.254681,3800.577688,2800.313635,2600.270428,0,0,0,0,0
16.51978,0,3800.577688,1600.102407,4600.846556,1400.078404,0,0,0,0,200.0016
16.68988,0,5001.0002,1800.129609,3800.577688,2600.270428,0,0,0,0,0
16.86006,0,5801.345912,2400.230422,3000.360043,1200.057603,0,0,0,0,0
17.03035,0,5401.166652,3000.360043,4800.921777,2200.193617,0,0,0,0,0
17.20052,0,6401.63882,2400.230422,2200.193617,2400.230422,0,0,0,0,0
17.37073,0,6601.74286,3000.360043,2600.270428,3200.409652,0,0,0,0,0
17.54094,0,6801.850103,3600.518475,2800.313635,1400.078404,0,0,0,0,0
17.71118,0,5001.0002,2600.270428,4000.640102,1800.129609,0,0,0,0,0
17.8814,0,4800.921777,2400.230422,3600.518475,1200.057603,0,0,0,0,0
18.05177,600.0144003,5801.345912,3800.577688,3600.518475,2800.313635,0,0,0,0,0
18.22201,0,5401.166652,1800.129609,3400.462463,400.0064001,0,0,0,0,0
18.39222,0,5401.166652,2200.193617,3400.462463,2000.160013,0,0,0,0,0
18.56244,0,4400.774536,4400.774536,2600.270428,4200.705719,0,0,0,0,0
18.73267,0,5601.254681,2800.313635,3200.409652,3600.518475,0,0,0,0,0
18.90298,0,7402.191049,2600.270428,2800.313635,2400.230422,0,0,0,0,0
19.0731,0,6201.537981,3800.577688,3800.577688,1400.078404,0,0,0,0,0
19.24333,0,5001.0002,1600.102407,4600.846556,2200.193617,0,0,0,0,0
19.41355,0,5801.345912,1600.102407,2000.160013,1400.078404,0,0,0,0,200.0016
19.58384,0,5801.345912,4400.774536,2000.160013,2000.160013,0,0,0,0,0
19.754,0,5601.254681,3600.518475,1400.078404,3000.360043,0,0,0,0,0
19.92421,0,6401.63882,3800.577688,2400.230422,1600.102407,0,0,0,0,0
20.09442,0,3600.518475,3400.462463,2000.160013,2600.270428,0,0,0,0,0
20.26465,0,5201.081825,2600.270428,3000.360043,2600.270428,0,0,0,0,0
20.43487,0,7802.43436,2600.270428,3200.409652,2200.193617,0,0,0,0,0
20.60507,0,5801.345912,2000.160013,2600.270428,2000.160013,0,0,0,0,0
20.7753,200.0016,5001.0002,3000.360043,4800.921777,2600.270428,0,0,0,0,0
20.94559,0,6001.440346,4200.705719,3800.577688,2200.193617,0,0,0,0,0
21.11573,0,5801.345912,2200.193617,2000.160013,1800.129609,400.0064001,0,0,0,0
21.28613,0,5001.0002,3200.409652,3000.360043,2200.193617,200.0016,0,0,0,0
21.45642,0,5201.081825,2400.230422,4200.705719,2000.160013,400.0064001,0,0,0,0
21.62658,0,5001.0002,1800.129609,3800.577688,1800.129609,0,0,0,0,0
21.79681,0,5601.254681,4400.774536,3200.409652,2400.230422,0,0,0,0,0
21.96718,0,8402.823349,3200.409652,3000.360043,3400.462463,0,0,0,0,0
22.13739,0,6401.63882,2800.313635,4200.705719,2800.313635,400.0064001,0,0,0,0
22.30748,0,6001.440346,2400.230422,3400.462463,2200.193617,1400.078404,0,0,0,0
22.4777,0,6001.440346,3800.577688,5001.0002,2000.160013,4400.774536,0,0,0,0
22.6479,0,5401.166652,6001.440346,4400.774536,4600.846556,14007.84439,0,0,0,0
22.81823,200.0016,9403.535729,8402.823349,2800.313635,5001.0002,19014.45098,0,0,0,0
22.98837,0,9803.843106,11405.20077,4800.921777,6001.440346,91533.91572,0,200.0016,0,0
23.15852,200.0016,9403.535729,14208.07018,2200.193617,7001.960549,37857.24015,0,0,200.0016,0
23.32881,0,7602.311103,15409.49225,5201.081825,6401.63882,300195.5869,0,0,0,0
23.4991,200.0016,9403.535729,22420.0884,4400.774536,9803.843106,89720.84173,0,0,200.0016,0
23.66926,200.0016,10404.3282,36252.49361,2200.193617,11605.3849,122800.2476,0,0,200.0016,200.0016
23.83946,0,9803.843106,47289.28216,3200.409652,19014.45098,129871.1742,0,0,0,200.0016
24.00967,0,11405.20077,51907.55245,4600.846556,20616.9884,163867.1026,0,0,200.0016,400.0064001
24.17991,0,11605.3849,73012.61273,2200.193617,23421.92292,186379.2061,0,0,0,0
24.35015,0,13206.97328,68185.46446,4000.640102,30036.04325,227247.0413,0,200.0016,0,0
24.52035,0,10004.0016,77439.13204,3400.462463,36252.49361,246404.9119,0,0,0,200.0016
24.69045,0,12606.3536,94354.77395,4400.774536,44278.28401,294427.1318,0,0,200.0016,200.0016
24.86064,0,13206.97328,110284.3689,3200.409652,41870.00665,317173.5502,0,200.0016,0,600.0144003
25.03101,0,11805.57223,117146.3707,2600.270428,45683.32639,391021.7347,0,200.0016,200.0016,200.0016
25.20124,0,12606.3536,129264.9388,2800.313635,42271.35405,360525.2266,0,0,0,0
25.37144,0,13407.18625,138563.7635,4400.774536,56728.43317,376588.5744,0,200.0016,0,400.0064001
25.54173,0,18012.96934,162853.991,4200.705719,44880.42572,387721.2794,0,0,400.0064001,600.0144003
25.71191,0,14608.53138,180290.8827,3000.360043,52710.90374,463849.4822,0,0,1000.040002,0
25.88211,0,17412.11883,173394.3402,5201.081825,59139.56938,503125.6631,0,0,600.0144003,0
26.05232,0,17612.39913,840962.393,2800.313635,65571.53514,570111.1993,0,0,200.0016,200.0016
26.22254,0,17412.11883,192267.3847,2800.313635,73012.61273,527500.2655,0,0,800.0256008,400.0064001
26.39277,0,19014.45098,186379.2061,2600.270428,54920.38548,519995.4268,0,0,800.0256008,400.0064001
26.56298,0,15609.74048,207914.8819,3200.409652,84484.54394,711699.8519,0,0,400.0064001,400.0064001
26.73321,0,18213.25925,268247.7178,2600.270428,76231.7445,619163.9545,0,400.0064001,1800.129609,0
26.90349,200.0016,16410.76546,290537.6971,3200.409652,103426.1156,799580.602,0,400.0064001,1200.057603,200.0016
27.07363,200.0016,26828.76043,306922.3543,2400.230422,94556.28809,781488.4788,0,0,1800.129609,0
27.24386,200.0016,19415.06609,341604.8332,3200.409652,113109.4449,905876.6963,0,0,1400.078404,0
27.41407,0,20817.32001,360113.6133,2800.313635,100804.8322,797450.7991,0,200.0016,600.0144003,200.0016
27.58437,0,18613.8487,595906.6027,3200.409652,119165.3203,1070561.539,0,0,1200.057603,0
27.75454,0,17812.68263,332771.2836,4000.640102,156574.5198,1034073.395,0,200.0016,600.0144003,200.0016
27.92475,200.0016,22019.37705,477758.9356,2800.313635,118963.4107,1025184.05,0,200.0016,800.0256008,0
28.09496,200.0016,22219.73112,484407.62,3800.577688,146250.5935,1355739.226,0,600.0144003,1600.102407,0
28.2652,0,18613.8487,361348.4933,2200.193617,111696.8275,1078611.366,0,200.0016,1000.040002,400.0064001
28.43542,0,22420.0884,388958.8496,3200.409652,113109.4449,1006341.386,0,600.0144003,600.0144003,0
28.60561,200.0016,15809.99191,398038.0524,4200.705719,133307.0606,1097994.839,0,0,1800.129609,0
28.77589,0,18814.14824,426969.6748,3000.360043,117752.0215,1046224.756,0,0,1000.040002,0
28.94613,0,23021.17949,532714.5565,3600.518475,115531.4446,1033205.875,0,0,1400.078404,0
29.11627,0,17812.68263,384627.8817,3600.518475,117550.1346,1147564.302,0,0,1600.102407,0
29.28651,0,17011.56787,425728.3963,2000.160013,146250.5935,1201715.479,0,0,1200.057603,0
29.4567,0,18413.55237,560072.3043,2400.230422,161638.3649,1101700.578,0,0,1800.129609,0
29.62699,0,20416.65999,485238.9496,3200.409652,116540.7491,1013268.848,0,400.0064001,800.0256008,0
29.79717,200.0016,13607.40243,497091.2918,2600.270428,117146.3707,867969.8263,0,600.0144003,1800.129609,0
29.96738,0,18413.55237,450369.743,2800.313635,150905.4326,1120678.592,0,400.0064001,1000.040002,0
30.13758,200.0016,14007.84439,420971.2845,3800.577688,125830.1574,1129854.927,0,0,1000.040002,0
30.30789,200.0016,14208.07018,443738.8048,5401.166652,127042.326,979748.2666,0,200.0016,1000.040002,0
30.47804,0,18213.25925,468622.6569,3000.360043,149083.7686,1299543.887,0,400.0064001,600.0144003,0
30.64825,200.0016,17812.68263,444360.3084,3800.577688,151917.5822,1138815.933,0,400.0064001,1000.040002,0
30.81854,0,13407.18625,367318.7759,4400.774536,115531.4446,1036989.325,0,200.0016,1200.057603,0
30.98885,0,13607.40243,554846.8345,4000.640102,129467.0141,1180203.577,0,0,400.0064001,0
31.15901,0,15209.24722,539391.9582,3600.518475,121588.4883,912275.9086,0,0,1600.102407,0
31.32929,0,15609.74048,566554.8556,4800.921777,135126.4397,879702.8596,0,400.0064001,1200.057603,0
31.49958,0,14208.07018,412702.2851,2400.230422,153537.191,1151940.683,0,0,1200.057603,0
31.66974,0,14408.29918,382978.3778,2800.313635,138563.7635,1195785.203,0,200.0016,2000.160013,0
31.83996,0,11605.3849,495843.1577,2200.193617,145441.2321,1093200.738,0,0,800.0256008,0
32.01016,0,16611.02972,514578.0093,2400.230422,135328.6092,979555.515,0,400.0064001,1800.129609,0
32.18041,200.0016,19214.75693,582880.3458,3600.518475,112504.018,1086448.403,0,0,1200.057603,0
32.35063,0,14608.53138,407123.751,3400.462463,176436.4668,1511228.502,0,200.0016,2000.160013,0
32.52084,200.0016,11805.57223,411049.1307,3800.577688,154752.0345,1207649.79,0,200.0016,1200.057603,0
32.69094,0,14007.84439,499171.7869,4200.705719,122800.2476,1174940.74,0,0,1000.040002,0
32.86112,0,17612.39913,580786.1692,2600.270428,155966.9954,1078611.366,0,200.0016,1000.040002,0
33.03142,0,15209.24722,372673.8333,2800.313635,120174.9168,1148439.461,0,200.0016,2200.193617,0
33.20158,0,10204.1633,546072.8533,2600.270428,155359.5003,1635941.919,0,0,1000.040002,0
33.37179,0,13807.62181,335235.8406,2800.313635,206694.8982,1243743.492,0,200.0016,1600.102407,0
33.54201,0,12205.95651,430694.2376,2800.313635,196939.2774,1176471.436,0,400.0064001,1000.040002,0
33.71223,0,17412.11883,602162.8707,4800.921777,155966.9954,1539124.924,0,600.0144003,2200.193617,0
33.88246,0,15009.0054,481290.6172,4800.921777,168325.7627,1347073.156,0,0,1800.129609,0
34.05288,400.0064001,15609.74048,515202.9785,4200.705719,165893.5704,1808846.49,0,200.0016,1400.078404,0
34.22306,0,12406.15345,465301.9981,4000.640102,264570.5831,1640864.817,200.0016,0,800.0256008,0
34.39328,400.0064001,12406.15345,359496.2184,4400.774536,304053.5069,1530920.094,0,0,1600.102407,0
34.56349,0,15809.99191,593356.3742,3000.360043,189221.4314,1566803.822,0,0,1400.078404,0
34.73373,200.0016,13807.62181,599016.9977,3000.360043,201003.2015,1583979.856,0,400.0064001,400.0064001,0
34.90402,0,9403.535729,519370.2228,3400.462463,163867.1026,1777064.996,0,0,1400.078404,0
35.07416,0,12005.76277,380504.5238,2200.193617,185567.2596,2233253.547,0,200.0016,800.0256008,0
35.2444,0,14608.53138,404438.6635,4200.705719,216661.5561,1635941.919,0,200.0016,1000.040002,0
35.41459,200.0016,14007.84439,634294.9954,3400.462463,154752.0345,1621173.225,0,200.0016,1200.057603,0
35.5849,0,12005.76277,449126.1788,4000.640102,226636.0987,1729048.702,0,200.0016,400.0064001,0
35.75505,0,13607.40243,519161.8282,1800.129609,220324.7571,1562098.449,0,400.0064001,2000.160013,0
35.92526,0,18012.96934,552038.5908,3400.462463,355998.2149,2257868.037,0,0,1200.057603,0
36.09548,0,12606.3536,517703.1617,2000.160013,228265.3448,2179101.668,0,0,800.0256008,0
36.26571,0,18012.96934,683805.6414,2200.193617,279694.5404,1679301.984,0,0,1800.129609,0
36.43592,0,13407.18625,577017.5151,2800.313635,227450.6955,1501382.706,0,200.0016,1400.078404,0
36.60614,0,12406.15345,522913.4508,4200.705719,267430.4842,1665479.307,0,0,1200.057603,0
36.77636,0,14408.29918,446846.6268,3400.462463,237433.777,1601481.633,0,600.0144003,2000.160013,0
36.94667,0,15409.49225,531045.7516,3800.577688,214830.3546,1652351.579,0,0,1600.102407,0
37.11681,0,13006.76352,508538.2179,4000.640102,220121.218,2131513.654,0,0,200.0016,0
37.28704,0,16210.50441,513328.1626,3000.360043,197142.4425,1283134.227,0,0,800.0256008,0
37.45725,0,16210.50441,483784.1585,3800.577688,179276.4483,1586712.939,0,0,1400.078404,0
37.62763,0,23021.17949,455759.9257,3200.409652,229080.0468,1947553.593,0,0,600.0144003,0
37.79785,0,12606.3536,634084.7196,4600.846556,259669.4014,1749168.574,0,200.0016,800.0256008,0
37.96806,0,16410.76546,519578.6207,3800.577688,200596.7501,1641545.465,0,0,1000.040002,0
38.13835,0,14007.84439,766840.5799,4000.640102,191048.915,1487764.772,0,400.0064001,1400.078404,0
38.30853,200.0016,15609.74048,577226.8557,2000.160013,178870.6974,1335645.139,0,0,2200.193617,0
38.47872,0,13006.76352,509371.1226,3000.360043,210965.3581,1928033.869,0,200.0016,1400.078404,0
38.64893,0,12005.76277,467584.858,1800.129609,189018.394,1523735.56,0,0,2600.270428,0
38.81924,0,17211.84175,671146.4529,4600.846556,181508.3119,1335083.387,0,0,400.0064001,0
38.98938,0,15009.0054,654918.7663,2800.313635,166704.2489,1213803.979,200.0016,0,1600.102407,0
39.15954,0,16010.24656,366906.942,2200.193617,114320.3864,1308478.486,0,0,800.0256008,0
39.32981,0,14408.29918,510204.0816,3200.409652,131892.1701,1215783.16,0,200.0016,600.0144003,200.0016
39.50011,0,12606.3536,356821.1878,2800.313635,120376.8458,1330645.501,0,400.0064001,2000.160013,0
39.67028,0,13006.76352,511245.357,2000.160013,132902.79,863210.5141,0,200.0016,1400.078404,0
39.84048,0,16410.76546,708950.0053,3400.462463,117348.251,1092111.415,0,200.0016,1600.102407,0
40.0107,0,17612.39913,496051.1716,2000.160013,142811.1674,957089.8157,400.0064001,0,2000.160013,0
40.18093,0,13407.18625,626517.0898,2800.313635,136541.6945,1181394.334,0,200.0016,1400.078404,0
40.35114,200.0016,10604.49631,475474.2514,1800.129609,166906.9267,1355336.731,0,200.0016,1400.078404,0
40.52134,0,11405.20077,480251.7857,2800.313635,110486.139,927370.1765,0,400.0064001,600.0144003,0
40.69145,200.0016,11805.57223,972566.4286,2600.270428,110486.139,885919.7164,0,400.0064001,1200.057603,0
40.86162,0,15609.74048,459492.9284,4200.705719,64566.32285,754079.4462,0,0,1000.040002,0
41.03192,0,12806.55696,405677.8641,3400.462463,99192.00681,997606.1411,0,400.0064001,1000.040002,0
41.20208,200.0016,16010.24656,436904.2677,4000.640102,97780.9546,972622.7778,0,0,1400.078404,0
41.37229,0,14208.07018,544193.4983,2600.270428,114118.5547,771152.8318,0,200.0016,1000.040002,0
41.54249,0,12005.76277,450369.743,4000.640102,91332.45012,710007.569,0,0,1200.057603,0
41.71273,0,11405.20077,653233.9493,2400.230422,83477.81417,964422.5097,0,0,400.0064001,0
41.88295,0,12606.3536,418283.2695,4000.640102,90526.62005,700281.2639,0,200.0016,2400.230422,0
